ROMRHX,ROMRHY,ROMRHZ,ROMRSX,ROMRSY,ROMRSZ,ROMREX,ROMREY,ROMREZ,ROMRWX,ROMRWY,ROMRWZ,ROMLSX,ROMLSY,ROMLSZ,ROMSCX,ROMSCY,ROMSCZ,MovementTime,MaxAccX,OscAccX,MaxAccY,OscAccY,MaxAccZ,OscAccZ
4.6078600000000005,1.03561,0.7845200000000001,1.5434,1.13215,0.10399000000000003,1.55982,1.11055,3.821281,3.821281,3.821281,3.821281,3.821281,3.821281,4.6078600000000005,4.6078600000000005,4.6078600000000005,4.6078600000000005,-1676113673465.6746,3.47216,6547.397078679902,3.47216,6547.397078679902,3.47216,6547.397078679902
