timestamp,RH X ,RH Y,RH Z,RS X, RS Y,RS Z,RE X,RE Y,RE Z,RW X,RW Y,RW Z,LS X,LS Y,LS Z,LC X,LC Y,LC Z
1684796578620818,-0.138446,-0.175293,1.02503,0.0063037,-0.243496,1.0243,0.00109101,-0.159299,0.873842,-0.103562,-0.171294,0.985261,-0.144277,-0.194758,1.05201,-0.0934768,-0.100812,1.05623
1684796578650072,0.192705,-0.228196,1.00374,0.00728383,-0.242998,1.02044,0.0820221,-0.373863,0.956222,0.152959,-0.236509,0.987755,-0.161974,-0.207068,1.05177,-0.0917634,-0.0986705,1.05331
1684796578680221,0.196427,-0.267312,0.977965,0.010258,-0.24333,1.01778,0.0661971,-0.388375,0.965236,0.158243,-0.273406,0.957786,-0.220488,-0.217432,1.05142,-0.0881669,-0.0977995,1.05127
1684796578710193,0.185513,-0.347091,0.870913,0.0236665,-0.153698,1.07999,0.121548,-0.210196,1.02898,0.169521,-0.312868,0.908455,-0.21235,-0.226451,1.05066,-0.0726573,-0.107719,1.04724
1684796578756650,0.171197,-0.341762,0.875921,0.063352,-0.171294,1.08306,0.172995,-0.229062,1.01654,0.171647,-0.313587,0.909102,-0.189087,-0.214563,1.04699,-0.0464332,-0.0925049,1.04192
1684796578786575,0.14035,-0.393098,0.827882,0.0760582,-0.174275,1.08089,0.158208,-0.279391,0.974904,0.144815,-0.364671,0.862663,-0.187693,-0.213901,1.04684,-0.0455072,-0.0920007,1.04178
1684796578816552,0.146122,-0.418915,0.800635,0.0825699,-0.174364,1.08115,0.159901,-0.282188,0.973155,0.149567,-0.384733,0.84179,-0.186717,-0.213742,1.04681,-0.0448138,-0.0918836,1.04175
1684796578846499,0.146566,-0.421224,0.799728,0.083987,-0.174894,1.08074,0.160671,-0.283738,0.972487,0.150092,-0.386852,0.840942,-0.186191,-0.213659,1.04689,-0.0444428,-0.0918227,1.0418
1684796578876476,0.146254,-0.420432,0.800686,0.0851045,-0.175979,1.07943,0.162584,-0.285436,0.971754,0.150337,-0.386683,0.841477,-0.185752,-0.213605,1.04691,-0.0441187,-0.0917828,1.04182
1684796578907177,0.146112,-0.419741,0.801741,0.0856343,-0.176119,1.07929,0.163779,-0.286141,0.972002,0.150529,-0.386341,0.84233,-0.184777,-0.213622,1.04725,-0.0432887,-0.0918079,1.04212
1684796578951811,0.146691,-0.421091,0.801749,0.0860328,-0.1763,1.07903,0.164301,-0.287207,0.972088,0.151094,-0.38762,0.842357,-0.18467,-0.21347,1.04674,-0.0432243,-0.091663,1.04162
1684796578981700,0.147122,-0.422033,0.801916,0.0863623,-0.176438,1.07881,0.164819,-0.28816,0.9722,0.151546,-0.388565,0.842509,-0.184491,-0.213162,1.04629,-0.0430861,-0.0913664,1.04117
1684796579012017,0.14704,-0.421374,0.803021,0.0870492,-0.176787,1.07819,0.165392,-0.28824,0.972922,0.151628,-0.388091,0.843519,-0.183871,-0.212745,1.04545,-0.0425256,-0.0909633,1.04034
1684796579042514,0.147347,-0.421052,0.80384,0.0870798,-0.176802,1.07811,0.165698,-0.287776,0.973984,0.151935,-0.387733,0.844397,-0.183804,-0.212433,1.04455,-0.0424942,-0.090654,1.03943
1684796579087577,0.1479,-0.421681,0.804044,0.0880445,-0.177717,1.07653,0.166191,-0.288314,0.974253,0.152473,-0.388339,0.844617,-0.183739,-0.212411,1.04449,-0.0424416,-0.090634,1.03938
1684796579117845,0.148209,-0.421121,0.805236,0.0881366,-0.177717,1.07647,0.166485,-0.287644,0.97563,0.152778,-0.387752,0.845855,-0.183613,-0.212494,1.04437,-0.0423322,-0.0907162,1.03925
1684796579147506,0.148532,-0.420804,0.806214,0.0881963,-0.177673,1.07647,0.166795,-0.287268,0.976712,0.153098,-0.38742,0.846859,-0.183418,-0.212469,1.04406,-0.0421562,-0.090693,1.03894
1684796579177465,0.14933,-0.421844,0.806466,0.0890868,-0.178386,1.07505,0.167543,-0.288245,0.976997,0.153883,-0.388444,0.847118,-0.183252,-0.212399,1.04391,-0.0420063,-0.0906269,1.0388
1684796579207424,0.149605,-0.421395,0.807507,0.0890204,-0.178276,1.0751,0.167807,-0.287758,0.978106,0.154155,-0.387986,0.848176,-0.18304,-0.212109,1.04324,-0.0418144,-0.0903389,1.03813
1684796579253388,0.149877,-0.421042,0.808294,0.0894515,-0.178651,1.07427,0.168069,-0.28738,0.978932,0.154425,-0.387627,0.848973,-0.1828,-0.211896,1.04298,-0.0415892,-0.0901305,1.03786
1684796579285093,0.150394,-0.422011,0.8084,0.0895231,-0.178826,1.07389,0.168563,-0.28832,0.979055,0.154936,-0.388589,0.849083,-0.182868,-0.211809,1.04265,-0.0416695,-0.0900426,1.03753
1684796579315297,0.150573,-0.421586,0.809031,0.0904861,-0.178544,1.07382,0.168735,-0.28788,0.97971,0.155114,-0.38816,0.849719,-0.182829,-0.211773,1.04259,-0.0416354,-0.0900079,1.03747
1684796579345545,0.151005,-0.422553,0.808929,0.0913812,-0.179317,1.07262,0.169151,-0.288829,0.979621,0.155541,-0.389122,0.84962,-0.182827,-0.211767,1.04257,-0.0416354,-0.0900014,1.03745
